Id:ID¿ Type¿ Kind¿ Code¿ Range¿ Location¿ Value¿ Raw¿ Async¿ Label:LABEL¿ SemanticType
44¿ exit¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ASTNode¿ 
45¿ exit¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ASTNode¿ 
34¿ Identifier¿ ¿ myObject¿ [295,303]¿ {start:{line:5,column:14},end:{line:5,column:22}}¿ ¿ ¿ ¿ ASTNode¿ 
35¿ Identifier¿ ¿ url¿ [304,307]¿ {start:{line:5,column:23},end:{line:5,column:26}}¿ ¿ ¿ ¿ ASTNode¿ 
36¿ ExpressionStatement¿ ¿ ¿ [310,344]¿ {start:{line:6,column:1},end:{line:6,column:35}}¿ ¿ ¿ ¿ ASTNode¿ 
37¿ CallExpression¿ ¿ ¿ [310,343]¿ {start:{line:6,column:1},end:{line:6,column:34}}¿ ¿ ¿ ¿ ASTNode¿ 
38¿ MemberExpression¿ ¿ ¿ [310,335]¿ {start:{line:6,column:1},end:{line:6,column:26}}¿ ¿ ¿ ¿ ASTNode¿ 
39¿ MemberExpression¿ ¿ ¿ [310,323]¿ {start:{line:6,column:1},end:{line:6,column:14}}¿ ¿ ¿ ¿ ASTNode¿ 
40¿ Identifier¿ ¿ document¿ [310,318]¿ {start:{line:6,column:1},end:{line:6,column:9}}¿ ¿ ¿ ¿ ASTNode¿ 
41¿ Identifier¿ ¿ body¿ [319,323]¿ {start:{line:6,column:10},end:{line:6,column:14}}¿ ¿ ¿ ¿ ASTNode¿ 
42¿ Identifier¿ ¿ appendChild¿ [324,335]¿ {start:{line:6,column:15},end:{line:6,column:26}}¿ ¿ ¿ ¿ ASTNode¿ 
43¿ Identifier¿ ¿ script¿ [336,342]¿ {start:{line:6,column:27},end:{line:6,column:33}}¿ ¿ ¿ ¿ ASTNode¿ 
